CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIÓN (ton),VALOR DE LA PRODUCCIÓN (pesos),VALOR PROD. / SUP. COSECHADA
14,Jalisco,58,Mascota,78500,Naranja,3,39,131655,43885
15,México,6,Almoloya del Río,51700,Alfalfa verde,2,39,14915,7458
14,Jalisco,100,Tomatlán,58700,Cártamo,54,39,249349,4618
7,Chiapas,113,Aldama,83900,Plátano,3,39,74863,24954
7,Chiapas,73,Rayón,68400,Frijol,85,39,485095,5707
7,Chiapas,28,Chiapilla,75400,Mamey,10,40,78605,7861
12,Guerrero,52,San Luis Acatlán,54100,Arroz palay,22,40,163931,7625
11,Guanajuato,17,Irapuato,61900,Cilantro,14,40,134640,9617
15,México,99,Texcoco,59200,Cebada grano,24,40,126760,5282
16,Michoacán,31,Epitacio Huerta,59200,Cebada grano,11,40,167112,15192
12,Guerrero,75,Eduardo Neri,50600,Aguacate,7,40,319749,45678
5,Coahuila,24,Parras,65300,Durazno,8,40,297600,37200
7,Chiapas,77,Salto de Agua,71900,Hule hevea,16,40,956008,61678
14,Jalisco,14,Atoyac,87900,Sorgo forrajero en verde,2,40,25805,12903
16,Michoacán,33,Gabriel Zamora,78300,Nanche,12,40,263605,21967
7,Chiapas,49,Larráinzar,62200,Ciruela,7,40,323342,46192
14,Jalisco,92,Teocuitatlán de Corona,89800,Tomate verde,3,40,189831,63277
17,Morelos,15,Miacatlán,75400,Mamey,4,40,250956,64348
12,Guerrero,62,Tlacoachistlahuaca,75400,Mamey,5,40,172963,34593
14,Jalisco,14,Atoyac,62200,Ciruela,6,40,220662,36777
15,México,1,Acambay de Ruíz Castañeda,68400,Frijol,35,40,534660,15276
16,Michoacán,104,Villamar,75600,Mango,4,40,84723,19387
2,Baja California,5,Playas de Rosarito,50100,Acelga,4,40,100000,25000
15,México,56,Morelos,91100,Triticale grano,31,40,173913,5656
8,Chihuahua,57,San Francisco de Borja,79600,Nuez,25,40,2800000,112000
8,Chihuahua,62,Saucillo,82100,Pepino,2,40,200000,100000
9,Distrito Federal,8,La Magdalena Contreras,86600,Rye grass en verde,4,40,40000,10000
11,Guanajuato,32,San José Iturbide,59200,Cebada grano,10,40,150000,15000
12,Guerrero,27,Cutzamala de Pinzón,83900,Plátano,2,40,179465,89733
12,Guerrero,64,Tlalchapa,81300,Papaya,2,40,190000,95000
13,Hidalgo,72,Tlanalapa,58100,Canola,20,40,272000,13600
15,México,38,Isidro Fabela,89700,Tomate rojo (jitomate),0,40,468000,4680000
15,México,80,Sultepec,60700,Chícharo,10,40,216280,21628
15,México,114,Villa Victoria,71100,Haba verde,5,40,264000,52800
16,Michoacán,11,Briseñas,55200,Semilla de avena grano,10,40,420000,42000
16,Michoacán,74,Cojumatlán de Régules,66000,Ejote,5,40,112000,22400
16,Michoacán,79,Salvador Escalante,57400,Calabacita,5,40,204000,40800
16,Michoacán,92,Tiquicheo de Nicolás Romero,75600,Mango,7,40,140000,20000
15,México,48,Jocotitlán,71650,Hongos y setas,1,40,703154,1406307
7,Chiapas,2,Acala,68400,Frijol,126,40,485936,3872
14,Jalisco,15,Autlán de Navarro,69000,Garbanzo grano,16,40,130118,8132
14,Jalisco,95,Teuchitlán,73900,Limón,3,40,243665,81222
14,Jalisco,94,Tequila,68400,Frijol,35,40,809910,23140
14,Jalisco,99,Tolimán,68400,Frijol,38,40,576125,15161
16,Michoacán,61,Ocampo,90500,Trigo grano,14,40,135340,9667
13,Hidalgo,38,Mineral del Chico,59200,Cebada grano,34,40,123403,3630
16,Michoacán,15,Coalcomán de Vázquez Pallares,61200,Chile verde,6,40,397968,72358
13,Hidalgo,20,Eloxochitlán,75800,Manzana,10,40,364519,38370
13,Hidalgo,77,Tulancingo de Bravo,61900,Cilantro,5,41,125550,25110
15,México,21,Coatepec Harinas,73800,Lima,6,41,76050,12675
16,Michoacán,62,Pajacuarán,73300,Lechuga,3,41,91125,30375
17,Morelos,2,Atlatlahucan,59400,Cebolla,2,41,155150,103433
12,Guerrero,4,Alcozauca de Guerrero,68400,Frijol,62,41,537354,8737
5,Coahuila,27,Ramos Arizpe,63300,Coliflor,1,41,158145,158145
13,Hidalgo,14,Calnali,68400,Frijol,85,41,534048,6320
12,Guerrero,51,Quechultenango,78500,Naranja,7,41,142100,20300
7,Chiapas,17,Cintalapa,89800,Tomate verde,5,41,374900,74980
9,Distrito Federal,13,Xochimilco,84800,Rabanito,6,41,287011,46292
2,Baja California,2,Mexicali,62000,Semilla de cilantro,34,41,898498,26426
5,Coahuila,33,San Pedro,68400,Frijol,51,41,285600,5655
11,Guanajuato,15,Guanajuato,68200,Fresa,3,41,221262,73754
13,Hidalgo,31,Jacala de Ledezma,75600,Mango,12,41,129510,10792
16,Michoacán,68,Peribán,70600,Guayaba,6,41,273360,45560
17,Morelos,6,Cuautla,74200,Litchi,6,41,263520,43920
17,Morelos,17,Puente de Ixtla,82100,Pepino,2,41,220320,91800
17,Morelos,21,Tetecala,61200,Chile verde,6,41,280462,46744
12,Guerrero,3,Ajuchitlán del Progreso,73900,Limón,6,41,181719,30286
16,Michoacán,41,Irimbo,90500,Trigo grano,7,41,137183,19598
11,Guanajuato,39,Tarimoro,59300,Semilla de cebada grano,10,41,194545,19455
14,Jalisco,70,El Salto,88100,Sorgo grano,9,41,123000,14471
15,México,44,Jaltenco,89700,Tomate rojo (jitomate),0,41,489044,4890443
5,Coahuila,10,Frontera,50100,Acelga,2,41,186732,93366
11,Guanajuato,1,Abasolo,53500,Anís,31,41,1030750,33250
8,Chihuahua,38,Julimes,64500,Crisantemo (gruesa),0,41,10313,41250
14,Jalisco,54,El Limón,88800,Tamarindo,28,41,219450,7980
15,México,52,Malinalco,78900,Níspero,5,41,150975,30195
14,Jalisco,81,Santa María de Los Ángeles,50600,Aguacate,7,41,562310,80330
15,México,15,Atlautla,89300,Tejocote,7,41,117705,16815
15,México,17,Ayapango,71100,Haba verde,7,41,162309,23187
6,Colima,4,Coquimatlán,50600,Aguacate,4,41,448322,112081
7,Chiapas,23,Chamula,68400,Frijol,115,41,465129,4045
13,Hidalgo,81,Zacualtipán de Ángeles,73900,Limón,4,41,234945,58736
14,Jalisco,94,Tequila,83500,Pitaya,9,41,712080,79120
13,Hidalgo,36,San Agustín Metzquititlán,65300,Durazno,8,41,176841,22105
13,Hidalgo,31,Jacala de Ledezma,65300,Durazno,10,42,253220,25322
13,Hidalgo,49,Pisaflores,73900,Limón,10,42,231438,23144
16,Michoacán,102,Uruapan,78300,Nanche,15,42,124860,8324
12,Guerrero,13,Azoyú,83900,Plátano,2,42,129394,64697
1,Aguascalientes,5,Jesús María,65300,Durazno,4,42,519750,148500
12,Guerrero,39,Juan R. Escudero,68400,Frijol,51,42,511614,10032
3,Baja California Sur,8,Los Cabos,68400,Frijol,48,42,381418,7946
5,Coahuila,28,Sabinas,79600,Nuez,28,42,2912003,104000
7,Chiapas,32,Escuintla,57000,Cacao,85,42,1316668,15490
14,Jalisco,108,Tuxpan,57100,Café cereza,70,42,120785,1726
10,Durango,16,Nombre de Dios,79600,Nuez,28,42,2926000,106400
15,México,29,Chicoloapan,56700,Brócoli,3,42,180592,60197
10,Durango,33,Súchil,65300,Durazno,35,42,510300,14580
11,Guanajuato,27,Salamanca,50600,Aguacate,7,42,179910,25701
11,Guanajuato,38,Tarandacuao,70600,Guayaba,6,42,143398,23900
12,Guerrero,35,Iguala de La Independencia,73900,Limón,7,42,233100,33300
13,Hidalgo,7,Almoloya,91200,Tuna,7,42,189000,27000
13,Hidalgo,12,Atotonilco El Grande,75800,Manzana,7,42,218400,31200
13,Hidalgo,64,Tepetitlán,89800,Tomate verde,5,42,187350,37470
13,Hidalgo,74,Tlaxcoapan,89800,Tomate verde,6,42,112434,18739
14,Jalisco,58,Mascota,65300,Durazno,5,42,893300,178660
14,Jalisco,77,San Martín Hidalgo,57400,Calabacita,2,42,278736,185824
14,Jalisco,111,Valle de Guadalupe,88100,Sorgo grano,12,42,134400,11200
15,México,7,Amanalco,89800,Tomate verde,4,42,273000,68250
15,México,14,Atlacomulco,59200,Cebada grano,15,42,147000,9800
15,México,27,Chapultepec,60700,Chícharo,7,42,229800,32829
15,México,78,Santo Tomás,89700,Tomate rojo (jitomate),4,42,298200,74550
15,México,105,Tlatlaya,58200,Caña de azucar,1,42,37380,37380
16,Michoacán,13,Carácuaro,56900,Cacahuate,35,42,798000,22800
16,Michoacán,76,Sahuayo,84900,Rábano,6,42,84000,14000
16,Michoacán,92,Tiquicheo de Nicolás Romero,73900,Limón,6,42,172200,28700
16,Michoacán,96,Tumbiscatío,68400,Frijol,35,42,428400,12240
17,Morelos,7,Cuernavaca,70600,Guayaba,6,42,255384,42564
17,Morelos,9,Huitzilac,65300,Durazno,6,42,285600,47600
14,Jalisco,96,Tizapán El Alto,70600,Guayaba,3,42,147140,49047
7,Chiapas,90,Tapalapa,68400,Frijol,93,42,541728,5825
14,Jalisco,96,Tizapán El Alto,73900,Limón,3,42,218091,72697
15,México,25,Chalco,82100,Pepino,2,42,137280,68640
16,Michoacán,59,Nuevo Urecho,68400,Frijol,22,42,364883,16586
5,Coahuila,13,Hidalgo,74900,Maíz grano,26,42,142929,5497
16,Michoacán,31,Epitacio Huerta,93100,Zarzamora,5,42,438830,92385
14,Jalisco,14,Atoyac,83500,Pitaya,5,42,168100,33620
9,Distrito Federal,9,Milpa Alta,82300,Pera,8,42,354040,44255
13,Hidalgo,75,Tolcayuca,89700,Tomate rojo (jitomate),0,42,262000,654999
12,Guerrero,14,Benito Juárez,88100,Sorgo grano,20,42,153924,7696
15,México,8,Amatepec,82900,Piña,9,43,212500,25000
15,México,52,Malinalco,83900,Plátano,2,43,255000,127500
16,Michoacán,3,Álvaro Obregón,76700,Melón,3,43,204288,72960
7,Chiapas,34,Frontera Comalapa,78500,Naranja,7,43,90135,12876
8,Chihuahua,19,Chihuahua,94000,Zempoalxochitl (gruesa),0,43,12354,41180
10,Durango,2,Canelas,68400,Frijol,92,43,468600,5093
15,México,4,Almoloya de Alquisiras,82300,Pera,10,43,165075,16508
9,Distrito Federal,11,Tláhuac,53400,Amaranto,39,43,982100,25509
12,Guerrero,19,Copalillo,73900,Limón,10,43,149626,14963
15,México,88,Tenancingo,65400,Ebo (janamargo o veza),5,43,17120,3424
12,Guerrero,64,Tlalchapa,50800,Ajonjolí,68,43,749201,11018
16,Michoacán,80,Senguio,88100,Sorgo grano,13,43,143286,11022
17,Morelos,6,Cuautla,68400,Frijol,38,43,386100,10161
17,Morelos,7,Cuernavaca,82100,Pepino,2,43,146089,60870
5,Coahuila,24,Parras,90500,Trigo grano,50,43,159100,3182
11,Guanajuato,4,Apaseo El Alto,63100,Col (repollo),2,43,144050,72025
16,Michoacán,34,Hidalgo,82300,Pera,5,43,160175,32035
16,Michoacán,55,Múgica,54100,Arroz palay,5,43,150500,30100
7,Chiapas,97,Tonalá,73900,Limón,30,43,109392,3602
14,Jalisco,23,Zapotlán el Grande,73900,Limón,5,43,168285,33657
11,Guanajuato,11,Cortazar,50700,Ajo,4,43,561600,156000
11,Guanajuato,32,San José Iturbide,79600,Nuez,40,43,1944000,48600
12,Guerrero,31,General Canuto A. Neri,57700,Calabaza semilla o chihua,48,43,1011623,21075
14,Jalisco,118,Yahualica de González Gallo,79100,Nopal,2,43,20520,10260
16,Michoacán,66,Pátzcuaro,57400,Calabacita,6,43,211440,35240
7,Chiapas,102,Tuxtla Chico,75400,Mamey,7,43,80850,11550
6,Colima,6,Ixtlahuacán,74900,Maíz grano,18,43,181156,10177
13,Hidalgo,43,Nicolás Flores,65300,Durazno,12,44,280800,23400
7,Chiapas,113,Aldama,78500,Naranja,8,44,83980,10498
12,Guerrero,80,Juchitán,68400,Frijol,62,44,508919,8208
17,Morelos,13,Jonacatepec,68400,Frijol,30,44,437482,14583
17,Morelos,30,Yecapixtla,68400,Frijol,55,44,373182,6785
10,Durango,2,Canelas,78500,Naranja,13,44,166250,13300
14,Jalisco,67,Puerto Vallarta,82100,Pepino,3,44,96201,32067
14,Jalisco,80,San Sebastián del Oeste,73800,Lima,3,44,194241,64747
14,Jalisco,94,Tequila,79200,Nopalitos,2,44,311065,155532
15,México,98,Texcalyacac,61900,Cilantro,6,44,262800,43800
10,Durango,38,Vicente Guerrero,55200,Semilla de avena grano,13,44,460215,35401
16,Michoacán,15,Coalcomán de Vázquez Pallares,87100,Sandía,5,44,130450,26090
14,Jalisco,44,Ixtlahuacán de Los Membrillos,61900,Cilantro,4,44,123088,30772
14,Jalisco,67,Puerto Vallarta,89800,Tomate verde,4,44,228592,57148
10,Durango,16,Nombre de Dios,50700,Ajo,6,44,1012000,184000
11,Guanajuato,16,Huanímaro,57400,Calabacita,4,44,167200,41800
15,México,29,Chicoloapan,89800,Tomate verde,2,44,114400,57200
16,Michoacán,2,Aguililla,89800,Tomate verde,7,44,228400,32629
7,Chiapas,111,Zinacantán,68400,Frijol,116,44,500749,4317
14,Jalisco,80,San Sebastián del Oeste,57700,Calabaza semilla o chihua,29,44,1908815,65821
7,Chiapas,49,Larráinzar,75800,Manzana,14,44,420819,30058
15,México,49,Joquicingo,91100,Triticale grano,21,44,130095,6195
14,Jalisco,82,Sayula,66100,Elote,3,44,83980,27993
16,Michoacán,99,Tuzantla,73900,Limón,5,44,170416,34083
15,México,47,Jiquipilco,75000,Semilla de maíz grano,14,45,1100708,78622
15,México,119,Zumpahuacán,54100,Arroz palay,6,45,244860,40810
15,México,80,Sultepec,78500,Naranja,3,45,126968,42323
12,Guerrero,42,Mártir de Cuilapan,69000,Garbanzo grano,62,45,372702,6011
12,Guerrero,62,Tlacoachistlahuaca,78300,Nanche,8,45,198752,24844
15,México,34,Ecatzingo,58400,Capulín,7,45,265600,37943
12,Guerrero,25,Cuautepec,72200,Jamaica,115,45,862672,7501
1,Aguascalientes,7,Rincón de Romos,66000,Ejote,3,45,270000,90000
3,Baja California Sur,3,La Paz,68200,Fresa,8,45,580690,72586
6,Colima,10,Villa de Álvarez,89800,Tomate verde,3,45,171000,57000
8,Chihuahua,24,Santa Isabel,75800,Manzana,5,45,315000,63000
8,Chihuahua,41,Maguarichi,90400,Trigo forrajero verde,6,45,18450,3075
10,Durango,16,Nombre de Dios,81000,Papa,3,45,382500,127500
10,Durango,21,Peñón Blanco,71100,Haba verde,6,45,152679,25446
11,Guanajuato,6,Atarjea,68400,Frijol,350,45,326800,934
11,Guanajuato,37,Silao de La Victoria,60500,Chayote,5,45,163200,32640
12,Guerrero,15,Buenavista de Cuéllar,62200,Ciruela,10,45,382500,38250
15,México,73,San Antonio La Isla,86600,Rye grass en verde,2,45,24180,12090
15,México,80,Sultepec,57100,Café cereza,45,45,90000,2000
15,México,100,Tezoyuca,91200,Tuna,5,45,175650,35130
16,Michoacán,20,Cuitzeo,68400,Frijol,90,45,495000,5500
16,Michoacán,29,Churumuco,56900,Cacahuate,18,45,364500,20250
16,Michoacán,87,Taretan,78300,Nanche,13,45,149185,11476
16,Michoacán,100,Tzintzuntzan,90500,Trigo grano,33,45,149950,4544
17,Morelos,1,Amacuzac,89700,Tomate rojo (jitomate),2,45,116460,77640
12,Guerrero,39,Juan R. Escudero,61200,Chile verde,6,45,176411,29402
12,Guerrero,1,Acapulco de Juárez,50600,Aguacate,7,45,218918,31274
14,Jalisco,43,La Huerta,50800,Ajonjolí,85,45,710412,8358
14,Jalisco,20,Cabo Corrientes,88800,Tamarindo,9,45,233249,25917
16,Michoacán,59,Nuevo Urecho,70500,Guanábana,10,45,299404,29940
8,Chihuahua,19,Chihuahua,64500,Crisantemo (gruesa),0,45,15820,52733
10,Durango,5,Durango,92700,Zanahoria,4,45,172000,43000
13,Hidalgo,9,El Arenal,57400,Calabacita,4,45,179929,44982
13,Hidalgo,30,Ixmiquilpan,65300,Durazno,8,45,548800,68600
15,México,89,Tenango del Aire,57400,Calabacita,3,45,203941,67980
12,Guerrero,29,Chilpancingo de Los Bravo,78500,Naranja,9,45,158652,17628
11,Guanajuato,29,San Diego de La Unión,90500,Trigo grano,35,46,159705,4563
11,Guanajuato,39,Tarimoro,91200,Tuna,7,46,126356,18051
17,Morelos,13,Jonacatepec,88800,Tamarindo,13,46,164720,12671
17,Morelos,17,Puente de Ixtla,75500,Mandarina,2,46,125107,62554
16,Michoacán,112,Zitácuaro,90500,Trigo grano,14,46,153144,10939
14,Jalisco,80,San Sebastián del Oeste,57100,Café cereza,60,46,382685,6378
14,Jalisco,80,San Sebastián del Oeste,65300,Durazno,6,46,968190,161365
15,México,6,Almoloya del Río,86600,Rye grass en verde,2,46,19764,9882
17,Morelos,28,Xochitepec,56900,Cacahuate,29,46,362520,12720
17,Morelos,12,Jojutla,70200,Guaje,3,46,154280,55100
15,México,121,Cuautitlán Izcalli,68400,Frijol,52,46,532512,10241
15,México,94,Tepetlixpa,65300,Durazno,7,46,316955,45279
7,Chiapas,43,Ixtacomitán,68400,Frijol,107,46,583074,5449
16,Michoacán,112,Zitácuaro,71100,Haba verde,17,46,132975,7822
1,Aguascalientes,7,Rincón de Romos,91200,Tuna,12,46,119896,9991
1,Aguascalientes,1,Aguascalientes,76900,Membrillo,8,46,225400,28175
1,Aguascalientes,3,Calvillo,73900,Limón,4,46,391000,97750
1,Aguascalientes,6,Pabellón de Arteaga,68400,Frijol,34,46,256000,7529
14,Jalisco,81,Santa María de Los Ángeles,68400,Frijol,115,46,326600,2840
15,México,111,Villa de Allende,90500,Trigo grano,23,46,156400,6800
8,Chihuahua,19,Chihuahua,61900,Cilantro,4,46,417678,104420
16,Michoacán,14,Coahuayana,56900,Cacahuate,49,46,957100,19533
6,Colima,4,Coquimatlán,83900,Plátano,4,46,169260,42315
11,Guanajuato,18,Jaral del Progreso,69000,Garbanzo grano,35,46,221760,6336
13,Hidalgo,5,Ajacuba,61200,Chile verde,6,46,280561,46760
16,Michoacán,28,Churintzio,69000,Garbanzo grano,33,46,363048,11001
6,Colima,6,Ixtlahuacán,64000,Copra,47,46,237130,5045
15,México,10,Apaxco,68400,Frijol,60,46,646850,10781
12,Guerrero,66,Tlapa de Comonfort,68400,Frijol,61,46,557833,9145
14,Jalisco,14,Atoyac,68400,Frijol,37,46,595768,16102
8,Chihuahua,41,Maguarichi,68400,Frijol,160,46,396720,2480
9,Distrito Federal,12,Tlalpan,82300,Pera,8,46,443120,55390
11,Guanajuato,1,Abasolo,69400,Girasol,29,46,371200,12800
6,Colima,7,Manzanillo,70500,Guanábana,7,46,230044,34645
12,Guerrero,27,Cutzamala de Pinzón,57900,Camote,8,46,195216,24402
2,Baja California,2,Mexicali,79200,Nopalitos,8,47,200301,26707
11,Guanajuato,25,Purísima del Rincón,76900,Membrillo,15,47,486000,32400
15,México,105,Tlatlaya,81300,Papaya,2,47,357600,178800
14,Jalisco,9,El Arenal,73800,Lima,3,47,124879,41626
9,Distrito Federal,12,Tlalpan,61900,Cilantro,7,47,334094,45766
16,Michoacán,9,Ario,68400,Frijol,118,47,496405,4207
4,Campeche,9,Escárcega,70500,Guanábana,9,47,327250,38500
13,Hidalgo,58,Tasquillo,71100,Haba verde,9,47,177840,19760
15,México,59,Nextlalpan,55100,Avena grano,39,47,164520,4218
12,Guerrero,21,Coyuca de Benítez,78300,Nanche,10,47,279726,27973
9,Distrito Federal,9,Milpa Alta,62200,Ciruela,15,47,309025,20602
12,Guerrero,46,Ometepec,88800,Tamarindo,10,47,216979,21698
15,México,19,Capulhuac,51700,Alfalfa verde,3,47,19647,7859
16,Michoacán,35,La Huacana,62200,Ciruela,6,47,249700,41617
16,Michoacán,104,Villamar,59200,Cebada grano,10,47,178600,17860
1,Aguascalientes,6,Pabellón de Arteaga,91200,Tuna,13,47,121080,9314
5,Coahuila,4,Arteaga,65300,Durazno,10,47,343830,34383
17,Morelos,21,Tetecala,87100,Sandía,3,47,108330,36110
5,Coahuila,11,General Cepeda,57400,Calabacita,2,47,171988,85994
12,Guerrero,59,Tepecoacuilco de Trujano,57400,Calabacita,4,47,276828,69207
13,Hidalgo,57,Singuilucan,91200,Tuna,8,47,184080,23010
9,Distrito Federal,11,Tláhuac,71700,Hortalizas,10,47,169490,16949
12,Guerrero,25,Cuautepec,68400,Frijol,58,47,419627,7235
12,Guerrero,30,Florencio Villarreal,70500,Guanábana,8,47,139964,17495
8,Chihuahua,66,Uruachi,75800,Manzana,9,47,272566,30285
17,Morelos,23,Tlalnepantla,75800,Manzana,4,47,307450,71500
14,Jalisco,38,Guachinango,57700,Calabaza semilla o chihua,32,47,2006288,62697
5,Coahuila,29,Sacramento,79100,Nopal,12,47,20279,1763
7,Chiapas,31,Chilón,74400,Macadamia,113,47,1431160,12665
7,Chiapas,61,Ocozocoautla de Espinosa,73900,Limón,7,47,113904,16272
1,Aguascalientes,2,Asientos,50700,Ajo,5,48,546250,109250
7,Chiapas,45,Ixtapangajoya,57000,Cacao,153,48,2003926,13098
17,Morelos,1,Amacuzac,51100,Albahaca,7,48,195513,29181
8,Chihuahua,42,Manuel Benavides,79600,Nuez,28,48,3570000,127500
14,Jalisco,72,San Diego de Alejandría,69050,Garbanzo porquero,17,48,146020,8589
15,México,29,Chicoloapan,82400,Perejil,4,48,138272,34568
15,México,68,Ozumba,92700,Zanahoria,2,48,145455,76555
5,Coahuila,14,Jiménez,88100,Sorgo grano,18,48,150255,8348
14,Jalisco,55,Magdalena,90500,Trigo grano,9,48,182725,20303
7,Chiapas,60,Ocotepec,83900,Plátano,10,48,137186,13719
3,Baja California Sur,8,Los Cabos,57900,Camote,6,48,195991,35635
12,Guerrero,67,Tlapehuala,83900,Plátano,4,48,203938,50985
2,Baja California,2,Mexicali,50100,Acelga,4,48,384064,96016
7,Chiapas,66,Pantelhó,50600,Aguacate,7,48,546098,78014
2,Baja California,4,Tijuana,63100,Col (repollo),2,48,168000,84000
4,Campeche,4,Champotón,61200,Chile verde,20,48,168000,8400
6,Colima,5,Cuauhtémoc,88200,Semilla de sorgo grano,8,48,167640,20955
8,Chihuahua,10,Buenaventura,76700,Melón,2,48,96000,48000
8,Chihuahua,17,Cuauhtémoc,60100,Cereza,12,48,4560000,380000
8,Chihuahua,32,Hidalgo del Parral,57400,Calabacita,2,48,216000,108000
8,Chihuahua,41,Maguarichi,87900,Sorgo forrajero en verde,6,48,20400,3400
10,Durango,12,Lerdo,63300,Coliflor,2,48,163200,81600
12,Guerrero,41,Malinaltepec,58200,Caña de azucar,7,48,89522,12789
12,Guerrero,46,Ometepec,61100,Chile seco,75,48,1802432,24032
13,Hidalgo,12,Atotonilco El Grande,91200,Tuna,7,48,252000,36000
13,Hidalgo,75,Tolcayuca,90500,Trigo grano,12,48,163200,13600
14,Jalisco,36,Etzatlán,57400,Calabacita,3,48,408000,136000
14,Jalisco,84,Talpa de Allende,75400,Mamey,10,48,456000,45600
14,Jalisco,109,Unión de San Antonio,68400,Frijol,48,48,489600,10200
15,México,9,Amecameca,71100,Haba verde,8,48,168600,21075
15,México,74,San Felipe del Progreso,62200,Ciruela,8,48,384000,48000
16,Michoacán,88,Tarímbaro,68400,Frijol,90,48,569600,6329
14,Jalisco,17,Ayutla,75800,Manzana,9,48,722109,84954
16,Michoacán,69,La Piedad,69000,Garbanzo grano,33,48,359665,11067
12,Guerrero,18,Copala,68400,Frijol,58,48,386080,6657
14,Jalisco,30,Chapala,73900,Limón,3,48,267159,89053
14,Jalisco,94,Tequila,60600,Chía,105,48,2859500,27233
15,México,90,Tenango del Valle,79700,Nuez de castilla,11,48,1451400,129013
16,Michoacán,35,La Huacana,59600,Cebollín,5,48,302375,67194
12,Guerrero,66,Tlapa de Comonfort,79200,Nopalitos,2,48,284350,142175
14,Jalisco,50,Jocotepec,68400,Frijol,35,49,438250,12521
8,Chihuahua,16,La Cruz,87900,Sorgo forrajero en verde,1,49,21627,18023
11,Guanajuato,28,Salvatierra,69400,Girasol,27,49,388800,14400
15,México,34,Ecatzingo,62200,Ciruela,9,49,302670,33630
17,Morelos,1,Amacuzac,78500,Naranja,2,49,106400,59111
12,Guerrero,78,Cochoapa El Grande,65300,Durazno,19,49,351516,18501
17,Morelos,5,Coatlán del Río,68400,Frijol,30,49,533366,18080
16,Michoacán,31,Epitacio Huerta,65300,Durazno,7,49,277448,39635
16,Michoacán,103,Venustiano Carranza,90600,Semilla de trigo grano,10,49,440100,44010
5,Coahuila,14,Jiménez,79600,Nuez,182,49,2916620,16025
1,Aguascalientes,8,San José de Gracia,92200,Zacate,7,49,13720,1960
3,Baja California Sur,2,Mulegé,71700,Hortalizas,8,49,399880,49985
7,Chiapas,98,Totolapa,73900,Limón,10,49,118580,11858
8,Chihuahua,41,Maguarichi,81000,Papa,14,49,460600,32900
10,Durango,26,San Dimas,90000,Toronja (pomelo),20,49,164150,8208
16,Michoacán,87,Taretan,65300,Durazno,7,49,372293,53185
11,Guanajuato,31,San Francisco del Rincón,68400,Frijol,77,49,369360,4797
14,Jalisco,45,Ixtlahuacán del Río,73900,Limón,6,49,228851,38142
15,México,34,Ecatzingo,73900,Limón,8,49,130380,16298
15,México,65,Otumba,65300,Durazno,8,49,431268,53909
8,Chihuahua,24,Santa Isabel,79600,Nuez,31,49,3351720,108120
15,México,22,Cocotitlán,55100,Avena grano,17,49,147654,8686
10,Durango,35,Tepehuanes,90500,Trigo grano,38,49,221508,5829
10,Durango,38,Vicente Guerrero,91300,Uva,6,49,542520,90420
14,Jalisco,65,Pihuamo,88100,Sorgo grano,13,49,122980,9460
13,Hidalgo,18,Chapulhuacán,83900,Plátano,12,49,127810,10651
10,Durango,14,Mezquital,79600,Nuez,33,50,3465000,105000
